language_prediction,language_prediction_en,language_prediction_mixed,language_prediction_other,language_prediction_punc,language_prediction_sw,letterCase,nextEnScore,nextMixedScore,nextOtherScore,nextSwScore,prevEnScore,prevMixedScore,prevOtherScore,prevSwScore,swRegex,text
en,0.999778558,1.17E-05,3.66E-05,7.73E-05,9.59E-05,initcap,0.989133425,2.49E-04,0.006165021,0.004452933,0,0,0,0,0,#the#
en,0.996377003,9.37E-05,0.00344063,1.38E-07,8.85E-05,lower,0.997610761,0.001062299,9.26E-05,0.001234386,0.999930122,1.45E-05,2.96E-05,2.58E-05,0,#authorities#
en,0.999554923,3.58E-04,6.32E-05,1.34E-06,2.26E-05,lower,0.998809855,3.17E-06,5.16E-05,0.001135382,0.989133425,2.49E-04,0.006165021,0.004452933,0,#transport#
en,0.999782697,1.16E-06,4.49E-05,7.78E-06,1.63E-04,lower,0.998195146,2.47E-06,2.57E-04,0.001545838,0.997610761,0.001062299,9.26E-05,0.001234386,0,#them#
en,0.999328155,5.47E-07,1.83E-04,2.21E-05,4.66E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.998809855,3.17E-06,5.16E-05,0.001135382,1,#to#
en,0.999879327,3.92E-06,2.21E-05,1.67E-05,7.80E-05,lower,0.756777783,5.80E-06,4.50E-04,0.242766798,0.998195146,2.47E-06,2.57E-04,0.001545838,0,#the#
en,0.948130411,4.06E-07,5.33E-04,3.84E-06,0.05133196,capital,0.990230232,3.92E-05,6.39E-04,0.009091696,0.999929891,7.13E-06,2.66E-05,3.64E-05,1,#kenya-tanzania#
en,0.997553097,2.07E-05,4.98E-04,7.00E-06,0.001921147,lower,0.996332695,1.03E-04,6.12E-05,0.003502721,0.756777783,5.80E-06,4.50E-04,0.242766798,0,#border#
en,0.997744792,7.62E-05,5.68E-05,1.49E-05,0.002107278,lower,0.598209106,1.11E-04,1.06E-04,0.401573991,0.990230232,3.92E-05,6.39E-04,0.009091696,0,#and#
en,0.996421853,3.37E-05,9.33E-05,3.28E-06,0.003447816,lower,0.998809855,3.17E-06,5.16E-05,0.001135382,0.996332695,1.03E-04,6.12E-05,0.003502721,0,#abandon#
en,0.999085672,2.01E-06,4.83E-05,7.65E-06,8.56E-04,lower,0.998195146,2.47E-06,2.57E-04,0.001545838,0.598209106,1.11E-04,1.06E-04,0.401573991,0,#them#
en,0.999322133,5.50E-07,1.83E-04,2.21E-05,4.72E-04,lower,0.995876097,3.61E-04,4.71E-05,0.003715386,0.998809855,3.17E-06,5.16E-05,0.001135382,1,#to#
en,0.998834994,1.66E-04,4.68E-05,7.23E-06,9.45E-04,lower,0.998188579,1.44E-04,6.03E-05,0.001607358,0.998195146,2.47E-06,2.57E-04,0.001545838,0,#avoid#
en,0.999670138,4.63E-05,4.38E-05,8.99E-06,2.31E-04,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,0.995876097,3.61E-04,4.71E-05,0.003715386,0,#expenses#
en,0.659851126,1.20E-05,5.32E-05,0.338472412,0.001611312,numsym,0.976217101,2.31E-06,4.32E-04,0.02334815,0.998188579,1.44E-04,6.03E-05,0.001607358,0,"#""#"
en,0.986459535,6.47E-07,3.40E-04,2.02E-05,0.013179668,lower,0.998653522,1.22E-04,5.40E-04,6.85E-04,0.778456433,2.06E-04,5.49E-04,0.220788033,1,#he#
en,0.999042893,5.74E-05,5.12E-04,1.55E-05,3.72E-04,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,0.976217101,2.31E-06,4.32E-04,0.02334815,0,#added#
punc,5.92E-04,5.48E-06,2.15E-05,0.999379764,1.12E-06,numsym,0.999930122,1.45E-05,2.96E-05,2.58E-05,0.998653522,1.22E-04,5.40E-04,6.85E-04,0,#.#
en,0.999779436,1.15E-05,3.50E-05,7.69E-05,9.71E-05,initcap,0.997521303,3.00E-04,1.76E-05,0.002160862,0,0,0,0,0,#the#
en,0.999553082,8.05E-05,2.13E-05,1.01E-05,3.35E-04,lower,0.99974008,1.69E-04,7.05E-06,8.36E-05,0.999930122,1.45E-05,2.96E-05,2.58E-05,0,#police#
en,0.999910693,6.29E-05,8.45E-06,2.89E-06,1.50E-05,lower,0.994853559,1.60E-04,7.76E-05,0.004908655,0.997521303,3.00E-04,1.76E-05,0.002160862,0,#officers#
en,0.999025304,5.16E-05,8.21E-05,1.25E-05,8.28E-04,lower,0.998018819,4.26E-06,7.09E-05,0.001905994,0.99974008,1.69E-04,7.05E-06,8.36E-05,0,#said#
en,0.999510535,1.71E-06,5.67E-05,7.30E-06,4.24E-04,lower,0.98062305,2.05E-04,1.13E-04,0.019058711,0.994853559,1.60E-04,7.76E-05,0.004908655,0,#they#
en,0.995410061,5.20E-05,8.94E-05,2.81E-05,0.004420452,lower,0.997809196,1.42E-04,0.001823161,2.26E-04,0.998018819,4.26E-06,7.09E-05,0.001905994,0,#had#
en,0.999360719,7.37E-05,4.79E-04,9.20E-07,8.53E-05,lower,0.985753869,1.58E-04,3.68E-05,0.014051375,0.98062305,2.05E-04,1.13E-04,0.019058711,0,#initiated#
en,0.999716902,4.86E-05,3.09E-05,1.26E-06,2.02E-04,lower,0.999034927,2.03E-05,5.35E-05,8.91E-04,0.997809196,1.42E-04,0.001823161,2.26E-04,0,#bilateral#
en,0.999721003,5.22E-06,4.10E-05,1.20E-05,2.21E-04,lower,0.998170813,5.23E-05,1.85E-05,0.001758345,0.985753869,1.58E-04,3.68E-05,0.014051375,0,#talks#
en,0.999637547,2.26E-05,1.46E-05,1.61E-05,3.09E-04,lower,0.999683596,5.36E-06,3.57E-05,2.75E-04,0.999034927,2.03E-05,5.35E-05,8.91E-04,0,#with#
en,0.999921795,2.13E-06,3.25E-05,3.47E-06,4.01E-05,lower,0.997530388,1.31E-04,1.74E-05,0.002321119,0.998170813,5.23E-05,1.85E-05,0.001758345,0,#their#
en,0.999898516,4.18E-05,2.80E-05,4.57E-07,3.12E-05,lower,0.995536279,9.41E-05,9.78E-05,0.004271793,0.999683596,5.36E-06,3.57E-05,2.75E-04,0,#counterparts#
en,0.99368352,1.05E-04,5.34E-05,2.44E-05,0.006133245,lower,0.382705249,7.18E-06,3.43E-04,0.616944382,0.997530388,1.31E-04,1.74E-05,0.002321119,0,#in#
en,0.624604495,8.96E-07,2.81E-04,2.29E-05,0.375090359,capital,0.995536279,9.41E-05,9.78E-05,0.004271793,0.995536279,9.41E-05,9.78E-05,0.004271793,1,#tanzania#
en,0.98996193,9.91E-05,5.89E-05,2.50E-05,0.009855013,lower,0.993448524,5.65E-06,4.39E-04,0.006107129,0.382705249,7.18E-06,3.43E-04,0.616944382,0,#in#
en,0.997579482,1.35E-06,3.32E-04,4.09E-05,0.002046146,lower,0.98249879,6.90E-05,4.86E-05,0.017383602,0.995536279,9.41E-05,9.78E-05,0.004271793,1,#a#
en,0.995597924,2.00E-05,3.45E-05,4.81E-05,0.004299505,lower,0.998195146,2.47E-06,2.57E-04,0.001545838,0.993448524,5.65E-06,4.39E-04,0.006107129,0,#bid#
en,0.999283702,5.65E-07,1.84E-04,2.20E-05,5.10E-04,lower,0.992713738,3.61E-04,2.89E-04,0.006635398,0.98249879,6.90E-05,4.86E-05,0.017383602,1,#to#
en,0.999606622,1.11E-04,1.75E-04,4.50E-06,1.03E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.998195146,2.47E-06,2.57E-04,0.001545838,0,#address#
en,0.999923059,2.76E-06,2.19E-05,1.70E-05,3.53E-05,lower,0.998167587,1.79E-05,2.13E-04,0.00160142,0.992713738,3.61E-04,2.89E-04,0.006635398,0,#the#
en,0.999590227,7.40E-06,2.38E-04,6.20E-06,1.58E-04,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#problem#
punc,1.25E-04,1.23E-05,2.31E-05,0.999834516,5.13E-06,numsym,0.481782953,0.090464487,2.32E-04,0.427520441,0.998167587,1.79E-05,2.13E-04,0.00160142,0,#.#
sw,0.36763716,0.09745232,3.37E-04,1.22E-04,0.534452332,,0.002051313,2.11E-05,6.06E-04,0.997321368,0,0,0,0,,Post:49564
sw,0.001514452,2.08E-05,0.00113114,2.55E-05,0.997308109,initcap,0.017575053,1.76E-04,1.15E-04,0.982133175,0,0,0,0,1,#nendeni#
sw,0.001631165,3.14E-04,1.36E-04,1.89E-06,0.997916986,lower,0.089562356,1.45E-05,6.07E-04,0.909816315,0.002051313,2.11E-05,6.06E-04,0.997321368,1,#mkapime#
sw,5.88E-04,4.68E-05,5.37E-04,4.23E-06,0.998823416,lower,0.002298876,3.24E-06,0.00183378,0.995864104,0.017575053,1.76E-04,1.15E-04,0.982133175,1,#hasa#
sw,4.24E-05,6.65E-06,0.001475509,9.72E-06,0.998465758,lower,0.014597548,1.89E-05,3.38E-05,0.985349702,0.089562356,1.45E-05,6.07E-04,0.909816315,1,#huko#
sw,8.72E-04,1.88E-05,4.89E-05,1.01E-06,0.999058904,lower,0.448599479,3.68E-05,9.06E-05,0.551273118,0.002298876,3.24E-06,0.00183378,0.995864104,1,#nyumbani#
sw,0.107004436,2.17E-04,9.36E-05,1.37E-05,0.892671147,lower,1.46E-04,9.60E-06,4.67E-04,0.999377435,0.014597548,1.89E-05,3.38E-05,0.985349702,0,#rais#
sw,4.65E-05,9.62E-06,1.50E-04,1.09E-07,0.999793588,lower,0.039538798,6.67E-05,0.001647811,0.958746719,0.448599479,3.68E-05,9.06E-05,0.551273118,1,#kaonyesha#
sw,0.007911768,2.02E-04,9.71E-04,2.62E-06,0.990912487,lower,0.001574097,0.001054308,0.003587743,0.993783852,1.46E-04,9.60E-06,4.67E-04,0.999377435,1,#mfano#
sw,3.26E-06,0.002364258,0.001938674,8.20E-07,0.99569299,lower,0.004402228,1.67E-06,3.90E-04,0.995206555,0.039538798,6.67E-05,0.001647811,0.958746719,1,#inabidi#
sw,6.33E-05,6.25E-06,5.90E-04,1.13E-06,0.999339463,lower,1.16E-06,1.39E-04,4.39E-04,0.999420479,0.001574097,0.001054308,0.003587743,0.993783852,1,#wengine#
sw,2.82E-07,8.71E-05,4.08E-04,3.15E-06,0.999501646,lower,0.601566046,3.58E-06,0.001779916,0.396650459,0.004402228,1.67E-06,3.90E-04,0.995206555,1,#kufuata#
sw,0.180718774,3.54E-06,9.49E-04,4.80E-06,0.8183236,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,1.16E-06,1.39E-04,4.39E-04,0.999420479,1,#nyayo#
punc,3.49E-06,4.21E-05,2.43E-05,0.999762018,1.68E-04,numsym,3.05E-04,0.003339127,3.41E-05,0.996321619,0.601566046,3.58E-06,0.001779916,0.396650459,0,#.#
sw,1.63E-04,0.001845611,5.77E-05,1.70E-05,0.997917001,initcap,0.007139445,4.55E-05,5.99E-04,0.992216005,0,0,0,0,1,#kupima#
sw,8.43E-05,9.60E-05,5.02E-04,2.31E-05,0.999294719,lower,0.003259823,6.14E-06,2.15E-04,0.996519251,3.05E-04,0.003339127,3.41E-05,0.996321619,1,#ni#
sw,5.78E-05,1.20E-05,1.69E-04,2.03E-05,0.999740796,lower,0.07317699,3.61E-05,0.001318115,0.925468838,0.007139445,4.55E-05,5.99E-04,0.992216005,1,#kwa#
sw,0.014941468,1.04E-04,4.80E-04,5.17E-06,0.984469559,lower,7.63E-04,2.89E-06,0.00397661,0.995257702,0.003259823,6.14E-06,2.15E-04,0.996519251,1,#faida#
sw,1.52E-05,7.31E-06,0.002574264,7.12E-06,0.997396058,lower,0.005171995,3.36E-06,2.60E-04,0.994564974,0.07317699,3.61E-05,0.001318115,0.925468838,1,#yako#
sw,1.35E-04,9.20E-06,1.63E-04,1.22E-06,0.999691597,lower,8.55E-04,6.15E-04,0.002147517,0.996383195,7.63E-04,2.89E-06,0.00397661,0.995257702,1,#mwenyewe#
sw,8.92E-06,9.85E-04,0.001440197,2.68E-06,0.997563498,lower,0.01284475,3.80E-06,9.41E-04,0.98621039,0.005171995,3.36E-06,2.60E-04,0.994564974,1,#maana#
sw,1.47E-04,1.31E-05,7.45E-04,4.24E-06,0.999090466,lower,0.003209377,4.20E-05,7.65E-04,0.995983685,8.55E-04,6.15E-04,0.002147517,0.996383195,1,#hata#
sw,2.31E-05,6.57E-05,8.36E-04,1.60E-07,0.999074962,lower,2.08E-04,0.001018308,3.43E-04,0.998431054,0.01284475,3.80E-06,9.41E-04,0.98621039,1,#ukionekana#
sw,4.77E-06,0.001528092,2.33E-04,5.08E-06,0.998229287,lower,0.007139445,4.55E-05,5.99E-04,0.992216005,0.003209377,4.20E-05,7.65E-04,0.995983685,1,#unao#
sw,1.27E-04,8.10E-05,5.35E-04,2.35E-05,0.999234291,lower,0.119068633,3.57E-06,0.009955104,0.870972696,2.08E-04,0.001018308,3.43E-04,0.998431054,1,#ni#
sw,0.002840282,1.34E-05,0.003486689,7.55E-06,0.99365211,lower,1.63E-04,1.67E-05,6.34E-05,0.99975669,0.007139445,4.55E-05,5.99E-04,0.992216005,1,#bora#
sw,7.19E-06,3.04E-05,1.05E-04,2.07E-06,0.999855747,lower,1.43E-05,6.95E-05,1.15E-04,0.99980099,0.119068633,3.57E-06,0.009955104,0.870972696,1,#utaanza#
sw,3.08E-07,1.04E-04,2.23E-04,1.74E-06,0.999670575,lower,0.017109315,1.82E-05,0.003999872,0.978872578,1.63E-04,1.67E-05,6.34E-05,0.99975669,1,#kujitunza#
sw,1.46E-04,4.02E-05,0.002657932,2.02E-05,0.997135427,lower,0.01284475,3.80E-06,9.41E-04,0.98621039,1.43E-05,6.95E-05,1.15E-04,0.99980099,1,#na#
sw,1.56E-04,1.29E-05,7.53E-04,4.25E-06,0.999073048,lower,1.95E-06,2.92E-04,7.85E-04,0.99892034,0.017109315,1.82E-05,0.003999872,0.978872578,1,#hata#
sw,3.83E-07,4.53E-04,7.26E-04,3.07E-06,0.998817333,lower,0.01346613,3.18E-04,4.40E-04,0.985775394,0.01284475,3.80E-06,9.41E-04,0.98621039,1,#kupata#
sw,3.61E-04,8.02E-04,3.36E-04,1.14E-06,0.998500173,lower,0.030716138,1.11E-04,0.003927164,0.965245681,1.95E-06,2.92E-04,7.85E-04,0.99892034,1,#matibabu#
sw,0.005386011,7.26E-05,0.004470648,2.75E-06,0.990068009,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,0.01346613,3.18E-04,4.40E-04,0.985775394,1,#mapema#
punc,3.14E-07,9.16E-05,2.75E-05,0.998152465,0.001728135,numsym,0.00625695,1.40E-05,3.98E-04,0.99333103,0.030716138,1.11E-04,0.003927164,0.965245681,0,#.#
sw,0.001305596,1.48E-05,4.77E-04,4.45E-05,0.998158646,initcap,0.017202516,1.22E-05,0.00304586,0.979739406,0,0,0,0,1,#huku#
sw,8.13E-04,3.59E-05,0.001300401,2.32E-05,0.997827264,lower,1.60E-05,2.87E-04,0.001322786,0.998373868,0.00625695,1.40E-05,3.98E-04,0.99333103,1,#nje#
sw,2.81E-07,3.24E-04,0.001127713,8.27E-06,0.998539587,lower,3.35E-04,4.66E-04,1.45E-04,0.999053574,0.017202516,1.22E-05,0.00304586,0.979739406,1,#kuna#
sw,1.22E-05,5.23E-04,8.46E-05,2.16E-06,0.999378237,lower,0.01284475,3.80E-06,9.41E-04,0.98621039,1.60E-05,2.87E-04,0.001322786,0.998373868,1,#kupimwa#
sw,1.53E-04,1.29E-05,7.29E-04,4.25E-06,0.999101106,lower,0.015696557,3.29E-06,1.10E-04,0.984190094,3.35E-04,4.66E-04,1.45E-04,0.999053574,1,#hata#
sw,3.18E-04,9.54E-06,8.74E-05,8.14E-06,0.999576481,lower,1.96E-06,2.25E-04,3.57E-05,0.999737555,0.01284475,3.80E-06,9.41E-04,0.98621039,1,#bila#
sw,1.19E-07,2.05E-04,4.83E-05,6.84E-07,0.999746057,lower,0.089562356,1.45E-05,6.07E-04,0.909816315,0.015696557,3.29E-06,1.10E-04,0.984190094,1,#kuambiwa#
sw,5.47E-04,4.79E-05,5.33E-04,4.22E-06,0.998868392,lower,0.003259823,6.14E-06,2.15E-04,0.996519251,1.96E-06,2.25E-04,3.57E-05,0.999737555,1,#hasa#
sw,6.43E-05,1.19E-05,1.73E-04,2.03E-05,0.999730149,lower,0.001576356,4.11E-05,0.0065766,0.991805986,0.089562356,1.45E-05,6.07E-04,0.909816315,1,#kwa#
sw,5.13E-06,1.18E-04,0.005851921,1.68E-06,0.994023541,lower,0.006943455,1.65E-04,3.77E-04,0.992514888,0.003259823,6.14E-06,2.15E-04,0.996519251,1,#akina#
sw,1.53E-04,3.49E-04,3.84E-04,7.22E-06,0.999106404,lower,0.009787544,1.44E-05,7.51E-04,0.989446847,0.001576356,4.11E-05,0.0065766,0.991805986,1,#mama#
sw,2.25E-04,3.92E-05,5.27E-04,8.92E-06,0.999200414,lower,0.020897814,1.51E-05,5.22E-05,0.979034839,0.006943455,1.65E-04,3.77E-04,0.992514888,1,#waja#
sw,0.011902556,1.29E-05,7.16E-05,1.83E-06,0.988011056,lower,0.787749719,6.90E-05,2.51E-04,0.211930322,0.009787544,1.44E-05,7.51E-04,0.989446847,1,#wazito#
sw,0.308792674,9.21E-05,1.49E-04,7.94E-05,0.690886442,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,0.020897814,1.51E-05,5.22E-05,0.979034839,0,#nk#
punc,1.24E-05,3.03E-05,2.44E-05,0.999883954,4.90E-05,numsym,0.071592248,0.091453488,2.33E-04,0.836721656,0.787749719,6.90E-05,2.51E-04,0.211930322,0,#.#
en,0.57832815,0.026139552,3.36E-04,9.95E-05,0.395096647,,0.999638473,5.43E-06,5.01E-05,3.06E-04,0,0,0,0,,Post:11658657
en,0.99959702,2.57E-06,6.00E-05,3.82E-05,3.02E-04,initcap,0.999800967,3.23E-05,7.55E-05,9.13E-05,0,0,0,0,1,#you#
en,0.999881986,1.34E-05,5.35E-05,1.07E-05,4.05E-05,lower,0.999517428,4.60E-05,5.39E-05,3.83E-04,0.999638473,5.43E-06,5.01E-05,3.06E-04,0,#don't#
en,0.99994147,1.28E-05,2.14E-05,1.20E-05,1.23E-05,lower,0.993448524,5.65E-06,4.39E-04,0.006107129,0.999800967,3.23E-05,7.55E-05,9.13E-05,0,#deserve#
en,0.997608383,1.35E-06,3.33E-04,4.09E-05,0.002016599,lower,0.981242874,3.40E-05,4.84E-04,0.018238909,0.999517428,4.60E-05,5.39E-05,3.83E-04,1,#a#
en,0.997912758,8.53E-06,3.18E-04,3.41E-05,0.001726224,lower,0.993477974,4.50E-05,1.43E-05,0.006462796,0.993448524,5.65E-06,4.39E-04,0.006107129,0,#new#
en,0.999804866,1.25E-05,1.71E-05,3.30E-06,1.62E-04,lower,0.999339091,1.56E-05,1.58E-04,4.87E-04,0.981242874,3.40E-05,4.84E-04,0.018238909,0,#comment#
en,0.999786741,4.56E-06,1.41E-04,9.82E-06,5.83E-05,lower,0.999520095,2.68E-06,4.49E-05,4.32E-04,0.993477974,4.50E-05,1.43E-05,0.006462796,0,#when#
en,0.99984509,6.13E-07,3.73E-05,8.44E-06,1.09E-04,lower,0.996634237,5.24E-05,5.82E-05,0.003255203,0.999339091,1.56E-05,1.58E-04,4.87E-04,1,#you#
en,0.999455196,1.50E-05,5.86E-05,2.66E-05,4.45E-04,lower,0.985175897,1.82E-05,6.97E-05,0.014736213,0.999520095,2.68E-06,4.49E-05,4.32E-04,0,#spew#
en,0.997985422,6.49E-06,6.25E-05,3.39E-05,0.001911604,lower,0.982172173,4.06E-05,9.93E-06,0.017777326,0.996634237,5.24E-05,5.82E-05,0.003255203,0,#old#
en,0.999258358,1.02E-05,7.57E-06,8.25E-06,7.16E-04,lower,0.998812082,1.23E-05,3.67E-05,0.001138922,0.985175897,1.82E-05,6.97E-05,0.014736213,0,#useless#
en,0.999756362,4.90E-06,2.38E-05,1.98E-06,2.13E-04,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,0.982172173,4.06E-05,9.93E-06,0.017777326,0,#diarrhea#
punc,5.88E-04,5.49E-06,2.14E-05,0.999383537,1.13E-06,numsym,0.998095501,7.61E-05,6.06E-05,0.001767842,0.998812082,1.23E-05,3.67E-05,0.001138922,0,#.#
en,0.999705992,5.66E-05,9.94E-05,3.52E-05,1.03E-04,initcap,0.996154621,2.52E-05,0.001345504,0.002474629,0,0,0,0,0,#credit#
en,0.999462974,1.02E-05,4.36E-04,3.71E-06,8.68E-05,lower,0.998991793,2.00E-05,5.81E-04,4.07E-04,0.998095501,7.61E-05,6.06E-05,0.001767842,0,#ratings#
en,0.999460648,4.38E-06,4.68E-04,8.65E-06,5.78E-05,lower,0.994767177,5.93E-06,8.72E-04,0.004354855,0.996154621,2.52E-05,0.001345504,0.002474629,1,#are#
en,0.998871533,1.39E-06,4.72E-04,7.51E-06,6.48E-04,lower,0.99750501,2.40E-05,8.96E-05,0.002381405,0.998991793,2.00E-05,5.81E-04,4.07E-04,1,#done#
en,0.999556322,6.57E-06,5.95E-05,1.01E-04,2.77E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.994767177,5.93E-06,8.72E-04,0.004354855,0,#by#
en,0.999920991,2.83E-06,2.18E-05,1.70E-05,3.74E-05,lower,0.976232115,2.47E-05,5.43E-05,0.023688815,0.99750501,2.40E-05,8.96E-05,0.002381405,0,#the#
en,0.996374942,9.85E-06,3.86E-05,4.66E-05,0.003530022,lower,0.765516846,2.05E-04,5.41E-04,0.233736813,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#big#
en,0.865485921,1.29E-05,5.75E-05,0.13056145,0.003882201,numsym,0.995536279,9.41E-05,9.78E-05,0.004271793,0.976232115,2.47E-05,5.43E-05,0.023688815,0,#3#
en,0.997869898,5.79E-05,5.48E-05,2.54E-05,0.001992013,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.765516846,2.05E-04,5.41E-04,0.233736813,0,#in#
en,0.999923377,2.75E-06,2.18E-05,1.70E-05,3.51E-05,lower,0.997594012,4.39E-05,4.44E-05,0.002317626,0.995536279,9.41E-05,9.78E-05,0.004271793,0,#the#
en,0.999675245,1.40E-05,4.34E-05,1.32E-05,2.54E-04,lower,0.998991793,2.00E-05,5.81E-04,4.07E-04,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#world#
en,0.999469111,4.34E-06,4.61E-04,8.65E-06,5.74E-05,lower,0.999881128,9.24E-05,1.62E-05,1.03E-05,0.997594012,4.39E-05,4.44E-05,0.002317626,1,#are#
en,0.999953343,3.18E-05,1.32E-05,1.05E-06,5.80E-07,lower,0.999702631,5.98E-05,9.41E-06,2.28E-04,0.998991793,2.00E-05,5.81E-04,4.07E-04,0,#trustworthy#
en,0.99995057,1.97E-05,9.71E-06,2.76E-06,1.72E-05,lower,0.998381812,3.70E-05,4.31E-05,0.00153803,0.999881128,9.24E-05,1.62E-05,1.03E-05,0,#because#
en,0.999194917,1.33E-05,3.49E-05,4.32E-05,7.14E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.999702631,5.98E-05,9.41E-06,2.28E-04,0,#of#
en,0.999924058,2.73E-06,2.18E-05,1.70E-05,3.44E-05,lower,0.99960726,8.67E-05,2.65E-04,4.06E-05,0.998381812,3.70E-05,4.31E-05,0.00153803,0,#the#
en,0.999388355,3.92E-05,5.71E-04,6.24E-07,1.09E-06,lower,0.998381812,3.70E-05,4.31E-05,0.00153803,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#superiority#
en,0.999196042,1.33E-05,3.49E-05,4.32E-05,7.12E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.99960726,8.67E-05,2.65E-04,4.06E-05,0,#of#
en,0.999865806,4.20E-06,2.20E-05,1.66E-05,9.14E-05,lower,0.710824089,8.40E-05,1.38E-04,0.288954295,0.998381812,3.70E-05,4.31E-05,0.00153803,0,#the#
en,0.979146217,1.77E-05,9.56E-05,4.44E-06,0.020736078,lower,0.999320314,3.84E-05,3.13E-05,6.10E-04,0.999929891,7.13E-06,2.66E-05,3.64E-05,0,#formula#
en,0.999228274,1.76E-05,2.94E-05,1.76E-05,7.07E-04,lower,0.99750501,2.40E-05,8.96E-05,0.002381405,0.710824089,8.40E-05,1.38E-04,0.288954295,0,#used#
en,0.999560179,6.53E-06,5.91E-05,1.01E-04,2.73E-04,lower,0.999893383,9.24E-05,6.24E-06,7.95E-06,0.999320314,3.84E-05,3.13E-05,6.10E-04,0,#by#
en,0.999949024,3.77E-05,5.70E-06,5.10E-06,2.43E-06,lower,0.999144736,3.00E-05,4.08E-04,4.18E-04,0.99750501,2.40E-05,8.96E-05,0.002381405,0,#those#
en,0.999569359,1.19E-05,3.05E-04,4.05E-06,1.10E-04,lower,0.999249663,8.60E-06,3.00E-05,7.12E-04,0.999893383,9.24E-05,6.24E-06,7.95E-06,0,#agents#
en,0.999826941,3.01E-06,2.00E-05,8.19E-06,1.42E-04,lower,0.997362971,3.49E-05,1.12E-04,0.002490415,0.999144736,3.00E-05,4.08E-04,4.18E-04,0,#this#
en,0.999332207,1.36E-05,8.39E-05,2.45E-05,5.46E-04,lower,0.981403073,1.30E-04,5.00E-05,0.01841729,0.999249663,8.60E-06,3.00E-05,7.12E-04,0,#is#
en,0.996705925,2.95E-05,3.71E-05,9.14E-05,0.00313603,lower,0.998916613,4.62E-05,4.40E-05,9.93E-04,0.997362971,3.49E-05,1.12E-04,0.002490415,0,#up#
en,0.999746104,1.72E-05,3.25E-05,3.56E-05,1.69E-04,lower,0.998111816,4.04E-05,7.62E-06,0.001840128,0.981403073,1.30E-04,5.00E-05,0.01841729,0,#for#
en,0.999879256,1.68E-05,7.50E-06,3.03E-06,9.34E-05,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,0.998916613,4.62E-05,4.40E-05,9.93E-04,0,#discussion#
punc,5.85E-04,5.50E-06,2.14E-05,0.999386454,1.14E-06,numsym,0.997243472,4.12E-04,4.32E-05,0.002301413,0.998111816,4.04E-05,7.62E-06,0.001840128,0,#.#
en,0.997005169,5.32E-04,8.89E-05,1.77E-06,0.002372127,initcap,0.99555382,1.38E-04,1.59E-04,0.004149467,0,0,0,0,0,#another#
en,0.999580388,4.76E-05,9.27E-05,2.53E-06,2.77E-04,lower,0.947306799,3.40E-05,4.26E-04,0.052233098,0.997243472,4.12E-04,4.32E-05,0.002301413,0,#reason#
en,0.993009384,1.54E-05,2.37E-04,5.06E-06,0.006733167,lower,0.998917639,5.95E-04,5.82E-05,4.29E-04,0.99555382,1.38E-04,1.59E-04,0.004149467,0,#it's#
en,0.999728131,1.79E-04,4.46E-05,3.33E-07,4.80E-05,lower,0.998195146,2.47E-06,2.57E-04,0.001545838,0.947306799,3.40E-05,4.26E-04,0.052233098,0,#important#
en,0.999319648,5.51E-07,1.83E-04,2.20E-05,4.74E-04,lower,0.99403606,2.99E-05,7.23E-05,0.005861765,0.998917639,5.95E-04,5.82E-05,4.29E-04,1,#to#
en,0.998721631,5.36E-06,4.94E-05,1.49E-05,0.001208677,lower,0.996154621,2.52E-05,0.001345504,0.002474629,0.998195146,2.47E-06,2.57E-04,0.001545838,1,#use#
en,0.99946232,1.03E-05,4.35E-04,3.70E-06,8.87E-05,lower,0.998535216,6.54E-05,3.32E-05,0.001366183,0.99403606,2.99E-05,7.23E-05,0.005861765,0,#ratings#
en,0.999663824,2.47E-05,2.64E-05,2.62E-05,2.59E-04,lower,0.999929891,7.13E-06,2.66E-05,3.64E-05,0.996154621,2.52E-05,0.001345504,0.002474629,0,#from#
en,0.999921154,2.83E-06,2.18E-05,1.70E-05,3.72E-05,lower,0.976232115,2.47E-05,5.43E-05,0.023688815,0.998535216,6.54E-05,3.32E-05,0.001366183,0,#the#
